id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,hemodialyse,dialyse_peritoneale,nb_postes_dialyse,seances_par_semaine,consultation_nephrologue,urgences_renales,prise_en_charge_cnps,prise_en_charge_minsante,horaires,Categorie,type_hopital,couveuses,bloc_operatoire,urgences_24h,maternite,radiographie,echographie,scanner,irm,mammographie,doppler,analyses_courantes,bilan_complet,bacteriologie,serologie,pcr_covid_paludisme,prelevement_domicile,resultat_en_ligne,agree_minsante,phytotherapie,acupuncture,massage_therapeutique,traitement_paludisme,traitement_diabete,traitement_hypertension,plante_principale,consultation_generale,chirurgie_oculaire,correction_visuelle,vente_lunettes,traitement_cataracte,traitement_glaucome,laser_vision,pharmacie_de_garde,type_garde,livraison_domicile,parapharmacie,materiel_medical,kinesitherapie,reeducation_post_op,reeducation_neurologique,reeducation_pediatrique,osteopathie,appareillage_orthopedique,seances_domicile,type_centre,vaccination_enfants,vaccination_adultes,suivi_grossesse,planning_familial,consultation_nourrissons,vaccins_disponibles,carnet_sante_numerique,search_text
DIA0065,Unité de Dialyse Eba,Yaoundé,Yaoundé II,Efoulan,3.753212,11.486236,+237 652 122 911,unitéeba@gmail.com,Oui,Non,4.0,3 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Eba Efoulan
DIA0066,Centre Rénal Djoumbi,Douala,Douala VI,Soboum,4.11931,9.717022,+237 222 716 469,rénaldjoumbi@yahoo.fr,Oui,Non,17.0,Sur rendez-vous,Oui,Non,Oui,Non,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Rénal Djoumbi Soboum
DIA0067,Centre de Dialyse de Cité des Palmiers,Douala,Douala III,Koumassi,4.112234,9.645327,+237 692 835 847,citédespalmier@gmail.com,Oui,Non,17.0,2 séances/semaine,Non,Non,Oui,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Cité des Palmiers Koumassi
DIA0068,Centre de Néphrologie de PK17,Douala,Douala I,Nzeng-Ayong,4.000257,9.763108,+237 693 912 466,néphrologiepk1@hotmail.com,Oui,Non,15.0,2 séances/semaine,Non,Oui,Non,Oui,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de PK17 Nzeng-Ayong
DIA0069,Centre de Néphrologie de Elig-Essono,Yaoundé,Yaoundé VII,Elig-Essono,3.873922,11.518769,+237 694 796 129,néphrologieeli@hotmail.com,Oui,Non,4.0,Sur rendez-vous,Oui,Non,Oui,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Elig-Essono Elig-Essono
DIA0070,Centre de Néphrologie de Mvog-Atangana,Yaoundé,Yaoundé IV,Mvog-Atangana,3.889267,11.49349,+237 697 116 654,néphrologiemvo@hotmail.com,Oui,Non,6.0,Sur rendez-vous,Oui,Oui,Oui,Oui,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Mvog-Atangana Mvog-Atangana
DIA0071,Unité de Dialyse Nlend,Yaoundé,Yaoundé VII,Mvog-Beti,3.797676,11.470935,+237 222 725 507,uniténlend@dialyse.cm,Oui,Oui,15.0,Sur rendez-vous,Oui,Non,Non,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Nlend Mvog-Beti
DIA0072,Centre de Dialyse de Mvan,Yaoundé,Yaoundé III,Mvan,3.827025,11.459454,+237 691 934 691,mvan@gmail.com,Oui,Oui,7.0,Sur rendez-vous,Non,Non,Oui,Non,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Mvan Mvan
DIA0073,Centre Rénal Assamba,Yaoundé,Yaoundé VI,Carrière,3.888856,11.519015,+237 693 754 310,rénalassamba@yahoo.fr,Oui,Oui,18.0,2 séances/semaine,Oui,Oui,Non,Non,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Rénal Assamba Carrière
DIA0074,Centre de Dialyse Saint-Bruno,Yaoundé,Yaoundé III,Essos,3.83252,11.579893,+237 655 512 242,bruno@gmail.com,Oui,Oui,20.0,2 séances/semaine,Oui,Non,Oui,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Bruno Essos
DIA0075,Centre de Dialyse Saint-Marie,Douala,Douala I,Bali,4.025434,9.688078,+237 654 715 686,marie@hotmail.com,Oui,Oui,16.0,Sur rendez-vous,Oui,Non,Oui,Non,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Marie Bali
DIA0076,Unité de Dialyse Abega,Yaoundé,Yaoundé II,Nlongkak,3.847598,11.52157,+237 694 541 361,unitéabega@gmail.com,Oui,Oui,13.0,Sur rendez-vous,Non,Non,Non,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Abega Nlongkak
DIA0077,Centre de Dialyse Saint-Joachim,Yaoundé,Yaoundé V,Efoulan,3.92941,11.451862,+237 694 721 019,joachim@gmail.com,Oui,Oui,3.0,3 séances/semaine,Oui,Non,Non,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Joachim Efoulan
DIA0078,Centre de Dialyse de Efoulan,Yaoundé,Yaoundé II,Elig-Essono,3.798098,11.494266,+237 222 910 142,efoulan@dialyse.cm,Oui,Non,11.0,3 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Efoulan Elig-Essono
DIA0079,Unité de Dialyse Mbassi,Douala,Douala V,Bonanjo,4.016291,9.789999,+237 651 629 193,unitémbassi@hotmail.com,Oui,Non,12.0,3 séances/semaine,Oui,Non,Non,Non,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Mbassi Bonanjo
DIA0080,Centre de Dialyse Saint-Marc,Yaoundé,Yaoundé V,Nkoabang,3.787039,11.460653,+237 653 955 762,marc@yahoo.fr,Oui,Non,14.0,2 séances/semaine,Non,Non,Non,Non,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Marc Nkoabang
DIA0081,Centre de Néphrologie de Sodiko,Douala,Douala I,Sodiko,3.994941,9.644345,+237 233 798 433,néphrologiesod@gmail.com,Oui,Non,18.0,Sur rendez-vous,Non,Oui,Non,Oui,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Sodiko Sodiko
DIA0082,Centre de Dialyse Saint-François,Douala,Douala I,Ndogbong,4.054281,9.773332,+237 699 250 490,françois@gmail.com,Oui,Non,17.0,2 séances/semaine,Oui,Non,Oui,Non,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-François Ndogbong
DIA0083,Centre de Dialyse de Nzeng-Ayong,Douala,Douala II,Bangue,4.031122,9.63622,+237 695 981 623,nzeng-ayong@gmail.com,Oui,Oui,16.0,3 séances/semaine,Oui,Non,Oui,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Nzeng-Ayong Bangue
DIA0084,Unité de Dialyse Ndoumbe,Yaoundé,Yaoundé III,Ngousso,3.893862,11.453932,+237 653 988 724,uniténdoumbe@dialyse.cm,Oui,Non,5.0,2 séances/semaine,Non,Non,Non,Non,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Ndoumbe Ngousso
DIA0085,Centre Rénal Tchoupo,Yaoundé,Yaoundé II,Nlongkak,3.793966,11.423928,+237 678 496 148,rénaltchoupo@dialyse.cm,Oui,Oui,16.0,3 séances/semaine,Oui,Oui,Non,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Rénal Tchoupo Nlongkak
DIA0086,Centre Rénal Manga,Douala,Douala IV,Bepanda,3.976708,9.693604,+237 695 005 825,rénalmanga@hotmail.com,Oui,Oui,3.0,3 séances/semaine,Non,Oui,Non,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Rénal Manga Bepanda
DIA0087,Centre Rénal Fotso,Douala,Douala III,Kotto,4.037019,9.744456,+237 652 768 781,rénalfotso@gmail.com,Oui,Oui,5.0,3 séances/semaine,Oui,Non,Non,Non,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Rénal Fotso Kotto
DIA0088,Centre de Dialyse Saint-Marc,Douala,Douala I,Bonaloka,3.996198,9.731868,+237 679 829 771,marc@dialyse.cm,Oui,Non,3.0,Sur rendez-vous,Oui,Non,Oui,Non,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Marc Bonaloka
DIA0089,Centre de Néphrologie de Cité Verte,Yaoundé,Yaoundé VI,Cité Verte,3.832454,11.598214,+237 696 775 674,néphrologiecit@yahoo.fr,Oui,Non,13.0,3 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Cité Verte Cité Verte
DIA0090,Centre de Dialyse de Essos,Yaoundé,Yaoundé IV,Essos,3.892741,11.422488,+237 698 985 030,essos@hotmail.com,Oui,Oui,13.0,2 séances/semaine,Non,Non,Oui,Oui,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Essos Essos
DIA0091,Centre de Dialyse Saint-Paul,Douala,Douala V,PK17,4.104723,9.694484,+237 679 515 516,paul@dialyse.cm,Oui,Non,9.0,2 séances/semaine,Oui,Oui,Non,Oui,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Paul PK17
DIA0092,Centre de Dialyse de Etoudi,Yaoundé,Yaoundé VI,Etoudi,3.836051,11.528184,+237 696 908 194,etoudi@hotmail.com,Oui,Oui,16.0,2 séances/semaine,Oui,Oui,Non,Non,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Etoudi Etoudi
DIA0093,Centre de Néphrologie de Omnisports,Yaoundé,Yaoundé V,Olembe,3.748124,11.464956,+237 691 434 418,néphrologieomn@gmail.com,Oui,Non,8.0,Sur rendez-vous,Oui,Non,Non,Non,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Omnisports Olembe
DIA0094,Centre de Néphrologie de Youpwé,Douala,Douala IV,Ndogpassi,4.056182,9.770148,+237 690 327 557,néphrologieyou@gmail.com,Oui,Oui,15.0,2 séances/semaine,Non,Oui,Oui,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Youpwé Ndogpassi
DIA0095,Centre Rénal Zang,Yaoundé,Yaoundé VI,Omnisports,3.874587,11.426949,+237 694 537 965,rénalzang@dialyse.cm,Oui,Non,13.0,Sur rendez-vous,Oui,Non,Non,Non,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Rénal Zang Omnisports
DIA0096,Centre de Dialyse de Nyalla,Douala,Douala IV,Nyalla,3.981561,9.760409,+237 677 864 645,nyalla@hotmail.com,Oui,Oui,15.0,3 séances/semaine,Non,Non,Non,Non,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Nyalla Nyalla
DIA0097,Dialyse Bien-être,Yaoundé,Yaoundé VI,Mendong,3.800884,11.57382,+237 243 011 377,bien-être@hotmail.com,Oui,Non,6.0,Sur rendez-vous,Non,Oui,Non,Oui,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dialyse Bien-être Mendong
DIA0098,Centre de Néphrologie de Nzeng-Ayong,Douala,Douala IV,Bonanjo,3.993761,9.744783,+237 694 352 891,néphrologienze@hotmail.com,Oui,Oui,18.0,Sur rendez-vous,Non,Non,Oui,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Nzeng-Ayong Bonanjo
DIA0099,Centre de Néphrologie de Bonanjo,Douala,Douala V,Cité des Palmiers,4.006503,9.736886,+237 678 947 160,néphrologiebon@gmail.com,Oui,Oui,19.0,2 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Bonanjo Cité des Palmiers
DIA0100,Centre de Dialyse Saint-Claire,Douala,Douala V,Ndog-Bong,3.966907,9.714321,+237 243 190 500,claire@yahoo.fr,Oui,Non,20.0,2 séances/semaine,Oui,Oui,Non,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Claire Ndog-Bong
DIA0101,Centre de Néphrologie de Carrière,Yaoundé,Yaoundé VI,Carrière,3.803536,11.512534,+237 698 104 750,néphrologiecar@yahoo.fr,Oui,Non,7.0,3 séances/semaine,Oui,Non,Oui,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Carrière Carrière
DIA0102,Dialyse Espoir,Yaoundé,Yaoundé II,Cité Verte,3.801049,11.585601,+237 654 184 109,espoir@hotmail.com,Oui,Oui,10.0,2 séances/semaine,Oui,Oui,Oui,Oui,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dialyse Espoir Cité Verte
DIA0103,Centre de Néphrologie de Nsam,Yaoundé,Yaoundé IV,Nsam,3.798344,11.495053,+237 651 857 495,néphrologiensa@gmail.com,Oui,Non,17.0,Sur rendez-vous,Oui,Non,Non,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Nsam Nsam
DIA0104,Dialyse Providence,Yaoundé,Yaoundé V,Ngoa-Ekélé,3.769671,11.466672,+237 694 722 907,providence@yahoo.fr,Oui,Oui,4.0,Sur rendez-vous,Oui,Oui,Oui,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dialyse Providence Ngoa-Ekélé
DIA0105,Centre de Dialyse Saint-Gabriel,Yaoundé,Yaoundé II,Efoulan,3.932631,11.534139,+237 699 784 388,gabriel@yahoo.fr,Oui,Oui,4.0,2 séances/semaine,Non,Oui,Oui,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Gabriel Efoulan
DIA0106,Centre de Dialyse Saint-Jeanne,Douala,Douala VI,Bonaloka,4.047177,9.701988,+237 695 633 414,jeanne@hotmail.com,Oui,Oui,15.0,3 séances/semaine,Oui,Non,Non,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Jeanne Bonaloka
DIA0107,Centre de Néphrologie de Japoma,Douala,Douala I,Bangue,4.022699,9.676203,+237 655 879 181,néphrologiejap@yahoo.fr,Oui,Non,19.0,Sur rendez-vous,Oui,Non,Oui,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Japoma Bangue
DIA0108,Unité de Dialyse Mbassi,Yaoundé,Yaoundé VI,Mvog-Beti,3.765323,11.518416,+237 692 780 744,unitémbassi@dialyse.cm,Oui,Non,4.0,3 séances/semaine,Non,Non,Non,Oui,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Mbassi Mvog-Beti
DIA0109,Centre Rénal Onana,Yaoundé,Yaoundé VI,Melen,3.764957,11.505001,+237 655 177 188,rénalonana@hotmail.com,Oui,Non,15.0,Sur rendez-vous,Non,Non,Non,Oui,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Rénal Onana Melen
DIA0110,Unité de Dialyse Assamba,Douala,Douala VI,Bassa,4.12724,9.742894,+237 679 511 509,unitéassamba@gmail.com,Oui,Non,8.0,3 séances/semaine,Oui,Oui,Oui,Non,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Assamba Bassa
DIA0111,Unité de Dialyse Elong,Douala,Douala VI,Village,4.096941,9.723952,+237 691 069 330,unitéelong@gmail.com,Oui,Non,18.0,Sur rendez-vous,Non,Oui,Oui,Oui,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Elong Village
DIA0112,Centre de Dialyse Saint-Jean,Douala,Douala II,Bonamoussadi,4.092126,9.690924,+237 233 371 320,jean@yahoo.fr,Oui,Oui,15.0,3 séances/semaine,Oui,Non,Non,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Jean Bonamoussadi
DIA0113,Centre de Néphrologie de Obili,Yaoundé,Yaoundé VII,Mvog-Ada,3.835111,11.407536,+237 694 538 903,néphrologieobi@hotmail.com,Oui,Non,11.0,2 séances/semaine,Non,Oui,Oui,Non,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Obili Mvog-Ada
DIA0114,Centre de Néphrologie de Essos,Yaoundé,Yaoundé II,Elig-Essono,3.854774,11.398873,+237 697 447 758,néphrologieess@hotmail.com,Oui,Non,15.0,2 séances/semaine,Oui,Oui,Non,Non,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Essos Elig-Essono
DIA0115,Unité de Dialyse Ndoumbe,Douala,Douala IV,Akwa,4.054967,9.730462,+237 654 949 697,uniténdoumbe@yahoo.fr,Oui,Oui,20.0,Sur rendez-vous,Non,Non,Oui,Non,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Ndoumbe Akwa
DIA0116,Centre Rénal Ateba,Yaoundé,Yaoundé VI,Etoudi,3.873163,11.547715,+237 222 600 272,rénalateba@hotmail.com,Oui,Oui,18.0,3 séances/semaine,Non,Non,Non,Non,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Rénal Ateba Etoudi
DIA0117,Centre de Dialyse Saint-Augustin,Yaoundé,Yaoundé I,Mvog-Ada,3.832436,11.529061,+237 677 544 710,augustin@hotmail.com,Oui,Non,15.0,Sur rendez-vous,Oui,Non,Oui,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Augustin Mvog-Ada
DIA0118,Centre de Dialyse de Sodiko,Douala,Douala II,Sodiko,4.068625,9.643276,+237 677 975 490,sodiko@yahoo.fr,Oui,Non,18.0,2 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Sodiko Sodiko
DIA0119,Dialyse Confiance,Yaoundé,Yaoundé VII,Melen,3.924669,11.563231,+237 655 180 637,confiance@yahoo.fr,Oui,Oui,13.0,Sur rendez-vous,Oui,Non,Oui,Oui,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dialyse Confiance Melen
DIA0120,Centre de Dialyse de Mvog-Ada,Yaoundé,Yaoundé VII,Mvog-Ada,3.940075,11.491356,+237 655 904 514,mvog-ada@gmail.com,Oui,Non,20.0,3 séances/semaine,Oui,Non,Non,Oui,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Mvog-Ada Mvog-Ada
DIA0121,Unité de Dialyse Tchoupo,Douala,Douala I,Nkongmondo,4.066161,9.636289,+237 242 566 605,unitétchoupo@hotmail.com,Oui,Non,15.0,2 séances/semaine,Oui,Non,Oui,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Tchoupo Nkongmondo
DIA0122,Centre Rénal Nkoa,Yaoundé,Yaoundé IV,Mvog-Mbi,3.886256,11.50558,+237 650 524 142,rénalnkoa@yahoo.fr,Oui,Non,7.0,3 séances/semaine,Oui,Non,Oui,Non,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre Rénal Nkoa Mvog-Mbi
DIA0123,Centre de Dialyse Saint-Cécile,Douala,Douala VI,Mbanya,4.04756,9.711924,+237 654 754 162,cécile@yahoo.fr,Oui,Non,4.0,3 séances/semaine,Non,Oui,Oui,Oui,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-Cécile Mbanya
DIA0124,Centre de Dialyse Saint-André,Yaoundé,Yaoundé I,Nkolbisson,3.81834,11.544146,+237 678 389 383,andré@dialyse.cm,Oui,Non,19.0,Sur rendez-vous,Oui,Non,Oui,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse Saint-André Nkolbisson
DIA0125,Centre de Néphrologie de Nkoldongo,Yaoundé,Yaoundé VII,Nkoldongo,3.778316,11.448135,+237 677 111 473,néphrologienko@dialyse.cm,Oui,Oui,18.0,2 séances/semaine,Non,Non,Non,Oui,7j/7 — 07h00–21h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Néphrologie de Nkoldongo Nkoldongo
DIA0126,Centre de Dialyse de Mboppi,Douala,Douala V,Mbanya,4.015903,9.761049,+237 652 015 394,mboppi@hotmail.com,Oui,Non,14.0,3 séances/semaine,Oui,Non,Oui,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Mboppi Mbanya
DIA0127,Unité de Dialyse Tabi,Yaoundé,Yaoundé VII,Ekounou,3.781741,11.510063,+237 696 625 293,unitétabi@hotmail.com,Oui,Oui,20.0,3 séances/semaine,Non,Oui,Non,Oui,Lun–Ven 07h00–19h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unité de Dialyse Tabi Ekounou
DIA0128,Centre de Dialyse de Youpwé,Douala,Douala II,New Bell,4.035301,9.634555,+237 654 946 561,youpwé@hotmail.com,Oui,Non,12.0,3 séances/semaine,Oui,Oui,Non,Oui,7j/7 — 06h00–22h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Youpwé New Bell
DIA0129,Centre de Dialyse de Cité des Palmiers,Douala,Douala II,Cité des Palmiers,4.100022,9.680148,+237 694 933 570,citédespalmier@yahoo.fr,Oui,Non,12.0,Sur rendez-vous,Non,Non,Oui,Oui,Lun–Sam 06h00–20h00,Dialyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre de Dialyse de Cité des Palmiers Cité des Palmiers
